scraped_at,listings_count,mean_price,median_price,mean_area,mean_price_per_m2
2026-05-04 17:05:47+00:00,84,54705.01190476191,55000.0,22.00952380952381,2514.284382342979
2026-05-04 17:18:01+00:00,74,56529.87837837838,56000.0,22.21081081081081,2590.1340589739602
2026-05-04 22:01:57+00:00,84,54890.72619047619,55000.0,22.22142857142857,2501.2002042666168
2026-05-05 08:11:17+00:00,76,57458.03947368421,56500.0,22.30526315789474,2636.7607156372933
2026-05-05 11:58:44+00:00,78,54792.57692307692,55000.0,21.965384615384615,2535.1932426125886
